datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,temp_next_day
2025-05-12 00:00:00,13.0,13.0,-3.1,32.66,0.0,0,nan,0,0,16.2,5.5,161,1026.5,88.6,17.1,0,0.0,0,nan,Partially cloudy,15.1
2025-05-12 01:00:00,13.0,13.0,-2.6,33.88,0.0,0,nan,0,0,16.6,3.7,171,1026.2,99.4,17.1,0,0.0,0,nan,Overcast,15.2
2025-05-12 02:00:00,12.7,12.7,-1.7,36.75,0.0,0,nan,0,0,16.2,3.7,240,1025.7,100.0,18.5,0,0.0,0,nan,Overcast,13.6
2025-05-12 03:00:00,12.2,12.2,-1.2,39.37,0.0,0,nan,0,0,16.6,7.6,259,1025.3,80.0,17.1,0,0.0,0,nan,Partially cloudy,13.2
2025-05-12 04:00:00,11.5,11.5,-2.3,38.21,0.0,0,nan,0,0,13.7,9.3,249,1024.5,91.0,17.1,0,0.0,0,nan,Overcast,13.3
2025-05-12 05:00:00,11.7,11.7,-1.3,40.68,0.0,0,nan,0,0,11.9,7.6,279,1024.2,96.9,18.5,0,0.0,0,nan,Overcast,12.8
2025-05-12 06:00:00,11.1,11.1,-0.1,45.85,0.0,0,nan,0,0,15.5,3.7,180,1023.8,42.9,17.1,11,0.0,0,nan,Partially cloudy,11.8
2025-05-12 07:00:00,10.8,10.8,2.2,55.25,0.0,0,nan,0,0,21.2,7.6,170,1023.7,17.8,24.5,111,0.4,1,nan,Clear,12.1
2025-05-12 08:00:00,13.3,13.3,0.5,41.56,0.0,0,nan,0,0,22.7,1.2,161,1023.5,71.4,18.5,198,0.7,2,nan,Partially cloudy,14.0
2025-05-12 09:00:00,14.2,14.2,-0.3,36.92,0.0,0,nan,0,0,27.4,7.7,180,1022.4,95.2,24.5,444,1.6,4,nan,Overcast,15.7
2025-05-12 10:00:00,14.1,14.1,-1.2,34.7,0.0,0,nan,0,0,32.8,7.6,180,1021.9,93.0,17.1,297,1.1,3,nan,Overcast,17.9
2025-05-12 11:00:00,15.7,15.7,-1.0,32.1,0.0,0,nan,0,0,33.5,13.1,181,1020.8,90.0,18.5,600,2.2,6,nan,Partially cloudy,19.7
2025-05-12 12:00:00,16.4,16.4,-0.1,32.55,0.0,0,nan,0,0,41.0,9.6,181,1020.0,38.1,17.1,288,1.0,3,nan,Partially cloudy,21.2
2025-05-12 13:00:00,17.5,17.5,0.0,30.64,0.0,0,nan,0,0,31.3,3.9,162,1019.4,57.0,17.1,169,0.6,2,nan,Partially cloudy,21.9
2025-05-12 14:00:00,17.7,17.7,-0.6,28.93,0.0,0,nan,0,0,42.5,3.6,250,1019.5,92.4,nan,69,0.2,1,nan,Overcast,23.9
2025-05-12 15:00:00,17.7,17.7,1.4,33.45,0.0,0,nan,0,0,37.4,2.0,182,1019.1,80.1,17.1,85,0.3,1,nan,Partially cloudy,24.5
2025-05-12 16:00:00,18.7,18.7,1.7,32.23,0.0,0,nan,0,0,29.9,5.5,19,1018.9,69.3,17.1,202,0.7,2,nan,Partially cloudy,25.9
2025-05-12 17:00:00,17.9,17.9,3.0,37.16,0.0,0,nan,0,0,31.0,7.6,10,1018.9,90.0,18.5,412,1.5,4,nan,Partially cloudy,25.8
2025-05-12 18:00:00,18.5,18.5,4.2,38.65,0.0,0,nan,0,0,20.5,7.7,10,1019.0,59.7,17.1,114,0.4,1,nan,Partially cloudy,25.8
2025-05-12 19:00:00,18.8,18.8,2.1,32.79,0.0,0,nan,0,0,11.5,11.2,10,1019.2,46.3,17.1,31,0.1,0,nan,Partially cloudy,24.9
2025-05-12 20:00:00,18.0,18.0,1.9,34.01,0.0,0,nan,0,0,11.2,9.1,350,1019.4,96.9,18.5,3,0.0,0,nan,Overcast,23.4
2025-05-12 21:00:00,16.8,16.8,2.0,36.96,0.0,0,nan,0,0,12.2,9.3,1,1019.9,10.6,17.1,0,0.0,0,nan,Clear,23.1
2025-05-12 22:00:00,16.3,16.3,3.4,42.03,0.0,0,nan,0,0,12.2,3.6,224,1020.6,2.2,17.1,0,0.0,0,nan,Clear,22.2
2025-05-12 23:00:00,15.5,15.5,4.0,46.33,0.0,0,nan,0,0,11.9,1.1,289,1020.8,96.9,18.5,0,0.0,0,nan,Overcast,21.5
2025-05-13 00:00:00,15.1,15.1,3.9,47.21,0.0,0,nan,0,0,14.8,1.8,302,1021.1,4.4,17.1,0,0.0,0,nan,Clear,19.8
2025-05-13 01:00:00,15.2,15.2,4.4,48.46,0.0,0,nan,0,0,17.6,1.8,232,1021.4,2.8,17.1,0,0.0,0,nan,Clear,19.1
2025-05-13 02:00:00,13.6,13.6,4.2,53.11,0.0,0,nan,0,0,19.8,3.6,268,1021.9,78.3,18.5,0,0.0,0,nan,Partially cloudy,18.0
2025-05-13 03:00:00,13.2,13.2,4.9,57.19,0.0,0,nan,0,0,15.8,3.7,1,1022.2,1.8,17.1,0,0.0,0,nan,Clear,17.5
2025-05-13 04:00:00,13.3,13.3,3.9,52.91,0.0,0,nan,0,0,15.8,5.4,351,1022.2,0.0,17.1,0,0.0,0,nan,Clear,16.9
2025-05-13 05:00:00,12.8,12.8,3.2,52.04,0.0,0,nan,0,0,19.8,5.5,10,1022.4,23.8,18.5,0,0.0,0,nan,Partially cloudy,16.1
2025-05-13 06:00:00,11.8,11.8,3.9,58.25,0.0,0,nan,0,0,23.8,7.6,341,1022.8,0.0,24.5,31,0.1,0,nan,Clear,15.8
2025-05-13 07:00:00,12.1,12.1,3.9,57.31,0.0,0,nan,0,0,25.6,7.7,1,1023.0,0.0,24.5,81,0.3,1,nan,Clear,16.8
2025-05-13 08:00:00,14.0,14.0,3.9,50.73,0.0,0,nan,0,0,25.6,7.7,11,1023.1,30.0,25.0,273,1.0,3,nan,Partially cloudy,18.0
2025-05-13 09:00:00,15.7,15.7,3.5,44.12,0.0,0,nan,0,0,24.1,7.6,30,1023.8,0.0,24.5,469,1.7,5,nan,Clear,19.8
2025-05-13 10:00:00,17.9,17.9,4.1,40.03,0.0,0,nan,0,0,23.4,7.6,31,1023.6,0.0,24.5,688,2.5,7,nan,Clear,20.7
2025-05-13 11:00:00,19.7,19.7,5.7,39.9,0.0,0,nan,0,0,24.5,7.7,21,1022.8,90.0,25.0,833,3.0,8,nan,Partially cloudy,21.9
2025-05-13 12:00:00,21.2,21.2,4.9,34.48,0.0,0,nan,0,0,27.4,7.6,50,1022.3,0.0,24.5,894,3.2,9,nan,Clear,23.4
2025-05-13 13:00:00,21.9,21.9,4.2,31.52,0.0,0,nan,0,0,28.8,7.6,22,1021.5,0.0,24.5,916,3.3,9,nan,Clear,24.9
2025-05-13 14:00:00,23.9,23.9,4.9,29.24,0.0,0,nan,0,0,27.7,7.7,150,1020.6,90.0,25.0,620,2.2,6,nan,Partially cloudy,25.4
2025-05-13 15:00:00,24.5,24.5,6.8,32.2,0.0,0,nan,0,0,28.8,7.7,160,1019.6,0.0,24.5,748,2.7,7,nan,Clear,25.9
2025-05-13 16:00:00,25.9,25.9,6.4,28.77,0.0,0,nan,0,0,29.2,7.7,150,1018.9,0.0,24.5,562,2.0,6,nan,Clear,26.2
2025-05-13 17:00:00,25.8,25.8,6.8,29.79,0.0,0,nan,0,0,29.5,9.5,160,1018.7,90.0,25.9,394,1.4,4,nan,Partially cloudy,26.2
2025-05-13 18:00:00,25.8,25.8,7.1,30.42,0.0,0,nan,0,0,28.1,7.7,170,1018.1,0.0,24.5,263,0.9,3,nan,Clear,25.8
2025-05-13 19:00:00,24.9,24.9,7.5,33.05,0.0,0,nan,0,0,25.2,3.8,150,1017.5,0.0,24.5,90,0.3,1,nan,Clear,25.0
2025-05-13 20:00:00,23.4,23.4,7.7,36.71,0.0,0,nan,0,0,23.0,1.2,148,1017.6,90.0,25.0,12,0.0,0,nan,Partially cloudy,24.0
2025-05-13 21:00:00,23.1,23.1,8.2,38.46,0.0,0,nan,0,0,24.8,2.0,189,1017.7,0.0,17.1,0,0.0,0,nan,Clear,23.1
2025-05-13 22:00:00,22.2,22.2,8.2,40.75,0.0,0,nan,0,0,27.4,3.7,21,1018.0,0.0,17.1,0,0.0,0,nan,Clear,22.0
2025-05-13 23:00:00,21.5,21.5,7.5,40.57,0.0,0,nan,0,0,28.1,5.5,189,1017.6,10.0,18.5,0,0.0,0,nan,Clear,21.0
2025-05-14 00:00:00,19.8,19.8,8.4,47.53,0.0,0,nan,0,0,28.1,3.8,200,1017.8,0.0,17.1,0,0.0,0,nan,Clear,20.9
2025-05-14 01:00:00,19.1,19.1,9.0,51.82,0.0,0,nan,0,0,27.7,7.7,180,1018.3,0.0,17.1,0,0.0,0,nan,Clear,20.8
2025-05-14 02:00:00,18.0,18.0,9.8,58.74,0.0,0,nan,0,0,25.9,5.5,200,1018.5,0.0,18.5,0,0.0,0,nan,Clear,19.9
2025-05-14 03:00:00,17.5,17.5,10.1,62.17,0.0,0,nan,0,0,23.0,7.6,190,1018.8,0.0,17.1,0,0.0,0,nan,Clear,19.5
2025-05-14 04:00:00,16.9,16.9,10.1,64.42,0.0,0,nan,0,0,21.6,5.5,200,1018.9,0.0,17.1,0,0.0,0,nan,Clear,18.6
2025-05-14 05:00:00,16.1,16.1,10.1,67.63,0.0,0,nan,0,0,20.9,3.7,196,1019.1,10.0,18.5,0,0.0,0,nan,Clear,19.2
2025-05-14 06:00:00,15.8,15.8,9.8,67.53,0.0,0,nan,0,0,20.5,7.6,202,1019.1,0.0,24.5,32,0.1,0,nan,Clear,18.8
2025-05-14 07:00:00,16.8,16.8,8.9,59.62,0.0,0,nan,0,0,21.6,7.6,192,1019.2,0.0,24.5,71,0.3,1,nan,Clear,19.7
2025-05-14 08:00:00,18.0,18.0,9.6,58.16,0.0,0,nan,0,0,23.4,7.7,180,1019.4,10.0,25.0,258,0.9,3,nan,Clear,20.0
2025-05-14 09:00:00,19.8,19.8,10.1,53.6,0.0,0,nan,0,0,24.8,7.7,170,1019.4,0.0,24.5,558,2.0,6,nan,Clear,20.2
2025-05-14 10:00:00,20.7,20.7,10.2,51.21,0.0,0,nan,0,0,24.8,5.6,170,1019.5,0.0,24.5,725,2.6,7,nan,Clear,21.2
2025-05-14 11:00:00,21.9,21.9,11.0,50.15,0.0,0,nan,0,0,24.5,5.5,101,1019.1,30.0,25.0,841,3.0,8,nan,Partially cloudy,23.6
2025-05-14 12:00:00,23.4,23.4,12.0,48.87,0.0,0,nan,0,0,35.3,5.5,190,1018.6,0.0,24.5,905,3.3,9,nan,Clear,23.9
2025-05-14 13:00:00,24.9,24.9,12.8,47.04,0.0,0,nan,0,0,35.3,5.5,121,1017.6,0.0,24.5,918,3.3,9,nan,Clear,23.7
2025-05-14 14:00:00,25.4,25.4,13.7,48.45,0.0,0,nan,0,0,27.7,11.2,111,1016.9,30.0,25.0,728,2.6,7,nan,Partially cloudy,25.2
2025-05-14 15:00:00,25.9,25.9,14.2,48.56,0.0,0,nan,0,0,40.7,9.4,141,1016.4,0.0,24.5,783,2.8,8,nan,Clear,25.0
2025-05-14 16:00:00,26.2,26.2,12.9,43.58,0.0,0,nan,0,0,38.9,7.8,150,1016.1,0.0,24.5,623,2.2,6,nan,Clear,25.5
2025-05-14 17:00:00,26.2,26.2,11.0,38.74,0.0,0,nan,0,0,40.7,9.6,160,1015.5,30.0,25.0,438,1.6,4,nan,Partially cloudy,25.4
2025-05-14 18:00:00,25.8,25.8,12.9,44.76,0.0,0,nan,0,0,40.7,9.6,160,1015.1,0.0,24.5,257,0.9,3,nan,Clear,25.9
2025-05-14 19:00:00,25.0,25.0,12.7,46.43,0.0,0,nan,0,0,24.5,9.6,170,1014.8,0.0,24.5,96,0.3,1,nan,Clear,24.1
2025-05-14 20:00:00,24.0,24.0,12.9,49.84,0.0,0,nan,0,0,24.1,5.7,170,1014.9,39.3,18.5,10,0.0,0,nan,Partially cloudy,22.9
2025-05-14 21:00:00,23.1,23.1,13.4,54.12,0.0,0,nan,0,0,25.6,5.6,180,1015.1,16.2,17.1,0,0.0,0,nan,Clear,22.1
2025-05-14 22:00:00,22.0,22.0,13.0,56.72,0.0,0,nan,0,0,25.2,5.5,180,1015.2,21.1,17.1,0,0.0,0,nan,Partially cloudy,22.2
2025-05-14 23:00:00,21.0,21.0,13.4,61.71,0.0,0,nan,0,0,22.7,3.8,180,1015.0,59.3,18.5,0,0.0,0,nan,Partially cloudy,22.0
2025-05-15 00:00:00,20.9,20.9,13.8,64.0,0.0,0,nan,0,0,20.5,5.5,180,1014.9,16.4,17.1,0,0.0,0,nan,Clear,21.2
2025-05-15 01:00:00,20.8,20.8,13.4,62.3,0.0,0,nan,0,0,19.4,3.7,180,1014.7,39.4,17.1,0,0.0,0,nan,Partially cloudy,19.9
2025-05-15 02:00:00,19.9,19.9,13.5,66.59,0.0,0,nan,0,0,20.2,7.6,180,1014.3,96.9,18.5,0,0.0,0,nan,Overcast,19.6
2025-05-15 03:00:00,19.5,19.5,13.7,69.08,0.0,0,nan,0,0,15.5,3.7,170,1014.1,88.3,17.1,0,0.0,0,nan,Partially cloudy,19.6
2025-05-15 04:00:00,18.6,18.6,14.1,75.1,0.0,0,nan,0,0,19.4,1.8,199,1013.6,78.2,17.1,0,0.0,0,nan,Partially cloudy,19.8
2025-05-15 05:00:00,19.2,19.2,13.7,70.32,0.0,0,nan,0,0,20.9,3.6,179,1013.1,96.9,18.5,0,0.0,0,nan,Overcast,17.9
2025-05-15 06:00:00,18.8,18.8,13.7,72.13,0.0,0,nan,0,0,20.9,5.5,189,1012.9,70.7,24.5,28,0.1,0,nan,Partially cloudy,18.1
2025-05-15 07:00:00,19.7,19.7,13.4,66.79,0.0,0,nan,0,0,20.2,5.5,169,1012.8,46.9,24.5,83,0.3,1,nan,Partially cloudy,18.8
2025-05-15 08:00:00,20.0,20.0,14.0,68.36,0.0,0,nan,0,0,22.3,7.6,170,1012.7,96.9,25.0,399,1.4,4,nan,Overcast,20.8
2025-05-15 09:00:00,20.2,20.2,13.9,66.85,0.0,0,nan,0,0,26.3,9.5,140,1012.5,37.8,24.5,319,1.1,3,nan,Partially cloudy,22.4
2025-05-15 10:00:00,21.2,21.2,14.2,64.29,0.0,0,nan,0,0,27.0,9.5,170,1012.2,31.2,24.5,715,2.6,7,nan,Partially cloudy,23.4
2025-05-15 11:00:00,23.6,23.6,14.9,57.86,0.0,0,nan,0,0,27.4,3.7,161,1011.7,46.9,25.0,865,3.1,9,nan,Partially cloudy,24.9
2025-05-15 12:00:00,23.9,23.9,14.9,57.16,0.0,0,nan,0,0,26.6,7.6,171,1011.1,45.6,24.5,564,2.0,6,nan,Partially cloudy,25.9
2025-05-15 13:00:00,23.7,23.7,14.7,57.05,0.0,0,nan,0,0,23.4,5.5,200,1010.5,46.4,24.5,753,2.7,8,nan,Partially cloudy,26.7
2025-05-15 14:00:00,25.2,25.2,15.0,53.18,0.0,0,nan,0,0,24.1,5.5,200,1009.9,59.3,25.0,754,2.7,8,nan,Partially cloudy,27.7
2025-05-15 15:00:00,25.0,25.0,14.1,50.81,0.0,0,nan,0,0,25.9,3.7,161,1009.2,38.8,24.5,800,2.9,8,nan,Partially cloudy,27.0
2025-05-15 16:00:00,25.5,25.5,14.7,51.28,0.0,0,nan,0,0,25.2,5.5,270,1008.6,32.4,24.5,423,1.5,4,nan,Partially cloudy,27.7
2025-05-15 17:00:00,25.4,25.4,13.9,49.23,0.0,0,nan,0,0,24.5,3.7,221,1008.1,80.7,25.0,237,0.9,2,nan,Partially cloudy,20.2
2025-05-15 18:00:00,25.9,25.9,14.8,50.46,0.0,0,nan,0,0,22.7,5.4,299,1007.7,0.0,24.5,252,0.9,3,nan,Clear,20.2
2025-05-15 19:00:00,24.1,24.1,15.0,56.78,0.0,0,nan,0,0,13.0,1.9,270,1007.6,0.0,24.5,96,0.3,1,nan,Clear,20.2
2025-05-15 20:00:00,22.9,22.9,15.6,63.72,0.0,0,nan,0,0,7.2,5.4,280,1007.5,50.0,25.0,14,0.1,0,nan,Partially cloudy,20.9
2025-05-15 21:00:00,22.1,22.1,15.8,67.71,0.0,0,nan,0,0,11.5,5.4,290,1007.4,0.0,17.1,0,0.0,0,nan,Clear,21.3
2025-05-15 22:00:00,22.2,22.2,15.5,65.78,0.0,0,nan,0,0,12.2,5.4,321,1007.3,0.0,17.1,0,0.0,0,nan,Clear,20.2
2025-05-15 23:00:00,22.0,22.0,15.2,65.3,0.0,0,nan,0,0,11.2,5.4,320,1007.0,53.1,18.5,0,0.0,0,nan,Partially cloudy,20.3
2025-05-16 00:00:00,21.2,21.2,14.9,67.17,0.0,0,nan,0,0,11.5,3.5,340,1006.5,32.3,17.1,0,0.0,0,10.0,Partially cloudy,19.0
2025-05-16 01:00:00,19.9,19.9,15.0,73.69,0.0,0,nan,0,0,9.0,1.8,239,1006.2,63.5,17.1,0,0.0,0,10.0,Partially cloudy,18.8
2025-05-16 02:00:00,19.6,19.6,15.3,76.36,0.0,0,nan,0,0,9.0,3.6,240,1006.2,50.0,18.5,0,0.0,0,10.0,Partially cloudy,18.3
2025-05-16 03:00:00,19.6,19.6,15.5,77.05,0.0,0,nan,0,0,9.7,1.9,230,1006.6,96.2,17.1,0,0.0,0,10.0,Overcast,18.1
2025-05-16 04:00:00,19.8,19.8,15.3,75.49,0.0,0,nan,0,0,8.6,3.6,219,1006.6,0.0,17.1,0,0.0,0,10.0,Clear,16.8
2025-05-16 05:00:00,17.9,17.9,14.7,81.35,0.0,0,nan,0,0,8.6,0.1,4,1006.2,40.0,18.5,1,0.0,0,10.0,Partially cloudy,15.7
2025-05-16 06:00:00,18.1,18.1,15.8,86.57,0.0,0,nan,0,0,9.0,1.9,223,1006.0,0.0,24.5,28,0.1,0,10.0,Clear,15.0
2025-05-16 07:00:00,18.8,18.8,15.7,82.07,0.0,0,nan,0,0,12.6,7.6,141,1005.8,4.2,24.5,67,0.2,1,10.0,Clear,15.4
2025-05-16 08:00:00,20.8,20.8,16.8,77.86,0.0,0,nan,0,0,15.8,3.7,170,1005.7,33.1,25.0,324,1.2,3,10.0,Partially cloudy,15.2
2025-05-16 09:00:00,22.4,22.4,16.2,68.22,0.0,0,nan,0,0,18.0,5.5,160,1005.6,93.6,24.5,543,2.0,5,10.0,Overcast,15.3
2025-05-16 10:00:00,23.4,23.4,15.5,61.39,0.0,0,nan,0,0,19.8,5.5,140,1004.9,0.0,24.5,704,2.5,7,10.0,Clear,15.9
2025-05-16 11:00:00,24.9,24.9,16.2,58.65,0.0,0,nan,0,0,21.6,7.6,150,1004.4,80.0,25.0,732,2.6,7,10.0,Partially cloudy,16.1
2025-05-16 12:00:00,25.9,25.9,16.1,54.79,0.0,0,nan,0,0,27.7,7.6,111,1003.8,54.7,24.5,808,2.9,8,10.0,Partially cloudy,16.3
2025-05-16 13:00:00,26.7,27.1,14.9,48.19,0.0,0,nan,0,0,30.2,7.7,180,1003.0,0.0,24.5,664,2.4,7,10.0,Clear,17.2
2025-05-16 14:00:00,27.7,27.6,14.4,44.18,0.0,0,nan,0,0,31.7,5.6,156,1002.2,80.0,25.0,632,2.3,6,10.0,Partially cloudy,20.0
2025-05-16 15:00:00,27.0,27.1,13.7,44.01,0.0,0,nan,0,0,29.5,11.3,170,1001.6,0.0,24.5,350,1.3,4,10.0,Clear,19.4
2025-05-16 16:00:00,27.7,27.4,12.7,39.45,0.0,0,nan,0,0,37.7,7.7,160,1000.7,0.0,17.1,297,1.1,3,3.0,Clear,18.2
2025-05-16 17:00:00,20.2,20.2,18.4,89.08,4.821,100,rain,0,0,27.7,5.8,210,1003.6,100.0,7.1,27,0.1,0,10.0,"Rain, Overcast",18.3
2025-05-16 18:00:00,20.2,20.2,18.7,91.34,2.976,100,rain,0,0,27.0,1.9,235,1002.1,50.8,17.1,44,0.2,0,3.0,"Rain, Partially cloudy",18.8
2025-05-16 19:00:00,20.2,20.2,17.4,83.57,0.253,100,rain,0,0,26.6,5.4,239,1001.1,49.2,17.1,44,0.2,0,10.0,"Rain, Partially cloudy",18.4
2025-05-16 20:00:00,20.9,20.9,16.4,75.55,0.047,100,rain,0,0,20.9,3.7,210,1001.0,84.5,18.5,15,0.1,0,10.0,"Rain, Partially cloudy",17.5
2025-05-16 21:00:00,21.3,21.3,17.4,78.17,0.0,0,nan,0,0,15.5,5.5,189,1001.3,14.6,17.1,0,0.0,0,10.0,Clear,17.6
2025-05-16 22:00:00,20.2,20.2,18.0,87.19,0.0,0,nan,0,0,15.1,5.4,189,1001.7,15.0,17.1,0,0.0,0,10.0,Clear,17.4
2025-05-16 23:00:00,20.3,20.3,17.5,83.82,0.0,0,nan,0,0,15.5,5.4,189,1001.6,50.0,18.5,0,0.0,0,3.0,Partially cloudy,15.9
2025-05-17 00:00:00,19.0,19.0,17.2,89.13,0.0,0,nan,0,0,14.4,3.6,293,1001.7,33.5,17.1,0,0.0,0,3.0,Partially cloudy,14.7
2025-05-17 01:00:00,18.8,18.8,17.3,91.04,0.0,0,nan,0,0,15.1,3.6,218,1001.4,0.0,17.1,0,0.0,0,3.0,Clear,13.7
2025-05-17 02:00:00,18.3,18.3,16.8,91.05,0.0,0,nan,0,0,13.3,3.7,200,1001.5,16.3,18.5,0,0.0,0,3.0,Clear,12.9
2025-05-17 03:00:00,18.1,18.1,15.3,83.87,0.0,0,nan,0,0,18.7,3.5,181,1001.0,0.0,17.1,0,0.0,0,3.0,Clear,12.7
2025-05-17 04:00:00,16.8,16.8,14.8,88.16,0.0,0,nan,0,0,16.9,0.1,360,1000.4,0.0,8.1,0,0.0,0,10.0,Clear,12.8
2025-05-17 05:00:00,15.7,15.7,14.8,94.68,0.0,0,nan,0,0,13.0,3.7,21,1000.4,50.0,8.1,1,0.0,0,10.0,Partially cloudy,12.6
2025-05-17 06:00:00,15.0,15.0,15.0,99.97,0.0,0,nan,0,0,11.2,1.9,10,1000.0,92.3,5.9,40,0.1,0,10.0,Overcast,11.8
2025-05-17 07:00:00,15.4,15.4,15.2,99.07,0.0,0,nan,0,0,17.6,3.7,10,1000.1,100.0,0.6,80,0.3,1,5.0,Overcast,12.9
2025-05-17 08:00:00,15.2,15.2,15.2,99.96,0.0,0,nan,0,0,24.5,5.5,1,1000.0,90.0,0.6,140,0.5,1,5.0,Partially cloudy,12.9
2025-05-17 09:00:00,15.3,15.3,15.2,99.95,0.0,0,nan,0,0,31.7,5.5,20,999.1,99.4,5.0,180,0.6,2,3.0,Overcast,13.9
2025-05-17 10:00:00,15.9,15.9,15.3,95.92,0.0,0,nan,0,0,35.6,7.6,352,998.1,100.0,11.2,105,0.4,1,10.0,Overcast,14.4
2025-05-17 11:00:00,16.1,16.1,15.8,98.54,0.849,100,rain,0,0,46.4,9.5,349,997.7,100.0,6.1,24,0.1,0,10.0,"Rain, Overcast",14.4
2025-05-17 12:00:00,16.3,16.3,15.7,95.67,12.957,100,rain,0,0,42.8,3.7,30,997.2,100.0,5.7,50,0.2,1,10.0,"Rain, Overcast",14.8
2025-05-17 13:00:00,17.2,17.2,16.2,94.21,0.959,100,rain,0,0,41.4,5.6,150,996.8,98.8,12.8,359,1.3,4,10.0,"Rain, Overcast",15.1
2025-05-17 14:00:00,20.0,20.0,16.9,82.43,0.041,100,rain,0,0,40.0,5.6,159,995.7,93.1,18.5,754,2.7,8,10.0,"Rain, Overcast",14.4
2025-05-17 15:00:00,19.4,19.4,15.5,78.45,0.253,100,rain,0,0,37.8,5.5,150,995.2,100.0,12.8,103,0.4,1,10.0,"Rain, Overcast",14.2
2025-05-17 16:00:00,18.2,18.2,16.7,90.93,1.739,100,rain,0,0,36.7,9.4,350,994.3,66.6,12.8,194,0.7,2,10.0,"Rain, Partially cloudy",12.8
2025-05-17 17:00:00,18.3,18.3,16.9,91.0,0.0,0,nan,0,0,32.4,3.7,1,995.1,96.9,15.0,84,0.3,1,10.0,Overcast,12.4
2025-05-17 18:00:00,18.8,18.8,17.0,89.36,0.084,100,rain,0,0,27.0,5.4,170,995.3,95.4,17.1,69,0.2,1,10.0,"Rain, Overcast",11.2
2025-05-17 19:00:00,18.4,18.4,17.2,92.74,0.0,0,nan,0,0,28.4,5.5,190,994.8,100.0,12.8,24,0.1,0,10.0,Overcast,9.5
2025-05-17 20:00:00,17.5,17.5,16.7,95.12,0.286,100,rain,0,0,28.4,7.7,180,994.5,96.9,18.5,8,0.0,0,10.0,"Rain, Overcast",8.9
2025-05-17 21:00:00,17.6,17.6,16.3,92.05,0.0,0,nan,0,0,35.3,7.7,181,995.4,84.1,17.1,0,0.0,0,10.0,Partially cloudy,8.1
2025-05-17 22:00:00,17.4,17.4,12.9,74.93,0.0,0,nan,0,0,33.5,8.0,191,995.5,86.8,17.1,0,0.0,0,10.0,Partially cloudy,8.0
2025-05-17 23:00:00,15.9,15.9,12.2,78.96,0.0,0,nan,0,0,38.9,9.8,201,996.1,93.1,18.5,0,0.0,0,10.0,Overcast,7.9
2025-05-18 00:00:00,14.7,14.7,11.9,83.02,0.001,100,rain,0,0,31.3,7.9,211,996.1,79.4,13.7,0,0.0,0,10.0,"Rain, Partially cloudy",7.7
2025-05-18 01:00:00,13.7,13.7,11.9,88.56,0.254,100,rain,0,0,31.3,7.8,181,996.0,46.1,13.7,0,0.0,0,10.0,"Rain, Partially cloudy",7.7
2025-05-18 02:00:00,12.9,12.9,11.6,92.39,0.472,100,rain,0,0,35.3,7.8,171,995.8,100.0,13.8,0,0.0,0,10.0,"Rain, Overcast",7.9
2025-05-18 03:00:00,12.7,12.7,11.7,93.61,0.791,100,rain,0,0,32.0,5.5,181,995.8,56.8,15.6,0,0.0,0,10.0,"Rain, Partially cloudy",7.9
2025-05-18 04:00:00,12.8,12.8,11.0,89.18,0.0,0,nan,0,0,27.7,7.7,181,996.0,56.0,17.1,0,0.0,0,10.0,Partially cloudy,7.9
2025-05-18 05:00:00,12.6,12.6,11.1,90.58,0.0,0,nan,0,0,23.4,7.7,171,996.4,96.9,18.5,1,0.0,0,10.0,Overcast,7.9
2025-05-18 06:00:00,11.8,11.8,10.8,93.78,0.0,0,nan,0,0,22.3,3.7,171,996.5,92.2,17.1,34,0.1,0,10.0,Overcast,7.9
2025-05-18 07:00:00,12.9,12.9,10.9,87.65,0.0,0,nan,0,0,21.6,5.6,181,996.6,78.3,17.1,68,0.2,1,10.0,Partially cloudy,7.9
2025-05-18 08:00:00,12.9,12.9,10.7,86.48,0.001,100,rain,0,0,24.8,7.7,181,996.5,100.0,18.5,154,0.6,2,10.0,"Rain, Overcast",7.9
2025-05-18 09:00:00,13.9,13.9,11.2,83.8,0.0,0,nan,0,0,26.3,7.7,191,996.3,78.6,17.1,271,1.0,3,10.0,Partially cloudy,8.0
2025-05-18 10:00:00,14.4,14.4,10.9,79.49,0.0,0,nan,0,0,25.6,5.6,191,996.1,97.0,17.1,227,0.8,2,10.0,Overcast,8.3
2025-05-18 11:00:00,14.4,14.4,11.5,82.9,0.0,0,nan,0,0,22.0,3.8,241,996.3,96.9,18.5,351,1.3,4,10.0,Overcast,8.7
2025-05-18 12:00:00,14.8,14.8,10.8,76.98,0.0,0,nan,0,0,19.8,3.8,251,996.6,99.4,17.1,202,0.7,2,10.0,Overcast,9.0
2025-05-18 13:00:00,15.1,15.1,11.3,78.04,0.0,0,nan,0,0,19.8,5.6,260,996.4,100.0,17.1,200,0.7,2,10.0,Overcast,9.1
2025-05-18 14:00:00,14.4,14.4,12.0,85.71,0.002,100,rain,0,0,23.0,5.6,221,996.7,100.0,13.8,130,0.5,1,10.0,"Rain, Overcast",9.5
2025-05-18 15:00:00,14.2,14.2,12.8,91.85,1.238,100,rain,0,0,26.3,3.9,329,997.3,100.0,11.5,81,0.3,1,10.0,"Rain, Overcast",9.7
